canonical_id,name,type,aliases,gold_name,homepage,doi,source
3952772,"Contribution submitted by Matthew Walker for the Public consultation on the draft risk assessment of glycoalkaloids in feed and food, in particular in potatoes and potato-derived products",Dataset,"contribution submitted by matthew walker for the public consultation on the draft risk assessment of glycoalkaloids in feed and food, in particular in potatoes and potato-derived products",sfu opinion and comments corpus,,10.5281/zenodo.3952772,Zenodo
3952756,"Contribution submitted by STARCH EU for the Public consultation on the draft risk assessment of glycoalkaloids in feed and food, in particular in potatoes and potato-derived products",Dataset,"contribution submitted by starch eu for the public consultation on the draft risk assessment of glycoalkaloids in feed and food, in particular in potatoes and potato-derived products",sfu opinion and comments corpus,,10.5281/zenodo.3952756,Zenodo
4555169,"Dataset from Alì M, Monti CB, Secchi F, Spairani R, Speciani M, Di Leo G, Sardanelli F. Fast thoracic MRI as an alternative to chest x-ray: A retrospective evaluation of 287 patients. Clin Imaging. 2020 Apr;60(2):244-248. doi: 10.1016/j.clinimag.2019.12.016. Epub 2019 Dec 23. PMID: 31968283.",Dataset,"dataset from alì m, monti cb, secchi f, spairani r, speciani m, di leo g, sardanelli f. fast thoracic mri as an alternative to chest x-ray: a retrospective evaluation of 287 patients. clin imaging. 2020 apr;60(2):244-248. doi: 10.1016/j.clinimag.2019.12.016. epub 2019 dec 23. pmid: 31968283.",cxr,,10.5281/zenodo.4555169,Zenodo
5906219,Abdominal obesity phenotype is associated with COVID-19 chest X-ray severity score better than BMI-based obesity.,Dataset,abdominal obesity phenotype is associated with covid-19 chest x-ray severity score better than bmi-based obesity.,cxr,,10.5281/zenodo.5906219,Zenodo
7568237,Abdominal obesity phenotype is associated with COVID-19 chest X-ray severity score better than BMI-based obesity,Dataset,abdominal obesity phenotype is associated with covid-19 chest x-ray severity score better than bmi-based obesity,cxr,,10.5281/zenodo.7568237,Zenodo
14733010,Silicodata: An Annotated Benchmark CXR Dataset for Silicosis Detection,Dataset,silicodata: an annotated benchmark cxr dataset for silicosis detection,cxr,,10.6084/m9.figshare.25383697,Zenodo
7102310,Viet Nam:  Private pharmacy TB referrals acceptability survey data,Dataset,viet nam:  private pharmacy tb referrals acceptability survey data,cxr,,10.5061/dryad.44j0zpchj,Zenodo
4658927,dongmeifeng-2019/CubeSat: CubeSat-2019,Software,dongmeifeng-2019/cubesat: cubesat-2019,ytvis 2019,,10.5281/zenodo.4658927,Zenodo
10019951,Sexual Violence Whistleblowing Intention by Higher Education Students and Staff,Dataset,sexual violence whistleblowing intention by higher education students and staff,ytvis 2019,,10.5281/zenodo.10019951,Zenodo
14547678,"Code for A single-nucleus and spatial transcriptomic atlas of the COVID-19 liver reveals topological, functional, and regenerative organ disruption in patients",Software,"code for a single-nucleus and spatial transcriptomic atlas of the covid-19 liver reveals topological, functional, and regenerative organ disruption in patients",ytvis 2019,,10.5281/zenodo.14547678,Zenodo
3948069,Natural Sprites,Dataset,natural sprites,youtube-vis 2019,,10.5281/zenodo.3948069,Zenodo
17180328,Stadestér 1.0 - A Global Database of 41000+ Cities From 3000BC to the Present,Dataset,stadestér 1.0 - a global database of 41000+ cities from 3000bc to the present,youtube-vis 2019,,10.5281/zenodo.17180328,Zenodo
4764574,keonlee9420/pintos: First Release,Software,keonlee9420/pintos: first release,kaist,,10.5281/zenodo.4764574,Zenodo
14171830,Integrated Assessment Modeling of Korea's 2050 Carbon Neutrality Technology Pathways,Dataset,integrated assessment modeling of korea's 2050 carbon neutrality technology pathways,kaist,,10.1016/j.egycc.2022.100075,Zenodo
10081610,kgspiano/Music: Music detectors in deep neural networks v1.0.0,Software,kgspiano/music: music detectors in deep neural networks v1.0.0,kaist,,10.5281/zenodo.10081610,Zenodo
6536406,kaist-amsg/LocalTransform: v1.0.0,Software,kaist-amsg/localtransform: v1.0.0,kaist,,10.5281/zenodo.6536406,Zenodo
7520537,YM2413-MDB: A Multi-Instrumental FM Video Game Music Dataset with Emotion Annotations,Dataset,ym2413-mdb: a multi-instrumental fm video game music dataset with emotion annotations,kaist,,10.5281/zenodo.7520537,Zenodo
7660496,Comprehensive GNN-Acceleration Framework for Efficient Parallel Processing of Massive Datasets,Software,comprehensive gnn-acceleration framework for efficient parallel processing of massive datasets,kaist,,10.5281/zenodo.7660496,Zenodo
8297788,"IISWC Artifact for ""mNPUsim: Evaluating the Effect of Sharing Resources in Multi-core NPUs""",Software,"iiswc artifact for ""mnpusim: evaluating the effect of sharing resources in multi-core npus""",kaist,,10.5281/zenodo.8297788,Zenodo
7704577,DiLOS: Do Not Trade Compatibility for Performance in Memory Disaggregation (Artifact),Software,dilos: do not trade compatibility for performance in memory disaggregation (artifact),kaist,,10.5281/zenodo.7704577,Zenodo
6544909,"ATC Artifact for ""Serving Heterogeneous Machine Learning Models on Multi-GPU Servers with Spatio-Temporal Sharing""",Software,"atc artifact for ""serving heterogeneous machine learning models on multi-gpu servers with spatio-temporal sharing""",kaist,,10.5281/zenodo.6544909,Zenodo
11448746,GradDA – A novel dataset for investigating domain shifts in image classification,Dataset,gradda – a novel dataset for investigating domain shifts in image classification,thermal,,10.5281/zenodo.11448746,Zenodo
7405056,Replication data for: Modellbasierte Analyse einer NH3-HTWP in einem Molkereibetrieb,Dataset,replication data for: modellbasierte analyse einer nh3-htwp in einem molkereibetrieb,thermal,,10.5281/zenodo.7405056,Zenodo
7627820,Replication data for: Operating Strategies of an Industrial R717 Heat Pump Recovering Waste Heat of a Chiller,Dataset,replication data for: operating strategies of an industrial r717 heat pump recovering waste heat of a chiller,thermal,,10.5281/zenodo.7627820,Zenodo
14028685,PoreSim: 0.2.0,Software,poresim: 0.2.0,thermal,,10.5281/zenodo.14028685,Zenodo
14921818,Dataset for Super-Resolution Image Reconstruction based on Random-coupled Neural Network and EDSR,Dataset,dataset for super-resolution image reconstruction based on random-coupled neural network and edsr,div2k,,10.5281/zenodo.14921818,Zenodo
17299190,jjbond123/ACmix_CSnet: ACmix-CSNet v1.0.0,Software,jjbond123/acmix_csnet: acmix-csnet v1.0.0,div2k,,10.5281/zenodo.17299190,Zenodo
11177719,BSDS100,Dataset,bsds100,bsds100,,10.5281/zenodo.11177719,Zenodo
1193270,VappDevSquad/FB-Phisher: FB Phisher,Software,vappdevsquad/fb-phisher: fb phisher,squad,,10.5281/zenodo.1193270,Zenodo
8312614,Pascal VOC,Dataset,pascal voc,pascal voc,,10.5281/zenodo.8312614,Zenodo
8368850,PASCAL VOC Pedestrian,Dataset,pascal voc pedestrian,pascal voc,,10.5281/zenodo.8368850,Zenodo
8186664,Pepper-mini,Dataset,pepper-mini,pascal voc,,10.5281/zenodo.8186664,Zenodo
5662351,HERIDAL dataset in keras-retinanet PASCAL VOC format,Dataset,heridal dataset in keras-retinanet pascal voc format,pascal voc,,10.5281/zenodo.5662351,Zenodo
7065974,Experimental Datasets and Processing Codes for the Semantic PHD Filter,Dataset,experimental datasets and processing codes for the semantic phd filter,pascal voc,,10.5281/zenodo.7065974,Zenodo
8312514,The dataset of Tomato,Dataset,the dataset of tomato,pascal voc,,10.5281/zenodo.8312514,Zenodo
8312614,Pascal VOC,Dataset,pascal voc,pascal voc 2007,,10.5281/zenodo.8312614,Zenodo
8186664,Pepper-mini,Dataset,pepper-mini,pascal voc 2007,,10.5281/zenodo.8186664,Zenodo
8368850,PASCAL VOC Pedestrian,Dataset,pascal voc pedestrian,pascal voc 2007,,10.5281/zenodo.8368850,Zenodo
5662351,HERIDAL dataset in keras-retinanet PASCAL VOC format,Dataset,heridal dataset in keras-retinanet pascal voc format,pascal voc 2007,,10.5281/zenodo.5662351,Zenodo
7065974,Experimental Datasets and Processing Codes for the Semantic PHD Filter,Dataset,experimental datasets and processing codes for the semantic phd filter,pascal voc 2007,,10.5281/zenodo.7065974,Zenodo
8312514,The dataset of Tomato,Dataset,the dataset of tomato,pascal voc 2007,,10.5281/zenodo.8312514,Zenodo
8312614,Pascal VOC,Dataset,pascal voc,voc2007,,10.5281/zenodo.8312614,Zenodo
15754166,"kangxiaobai-kzj/ImageHashing1: Code for ""Enhanced Content Authentication via Robust Image Hashing with ST-KPCA, RSP-2DPCA, and 2D-TCCM Chaotic Encryption""",Software,"kangxiaobai-kzj/imagehashing1: code for ""enhanced content authentication via robust image hashing with st-kpca, rsp-2dpca, and 2d-tccm chaotic encryption""",voc2007,,10.5281/zenodo.15754166,Zenodo
15855990,Codes and Datasets for manuscript: Identification and Structural Characterization of Twisted Atomically Thin Bilayer Materials by Deep Learning,Dataset,codes and datasets for manuscript: identification and structural characterization of twisted atomically thin bilayer materials by deep learning,voc2007,,10.1021/acs.nanolett.3c04815,Zenodo
8312614,Pascal VOC,Dataset,pascal voc,pascal,,10.5281/zenodo.8312614,Zenodo
3753376,PUMA Unit Converter,Software,puma unit converter,pascal,,10.5281/zenodo.3753376,Zenodo
4987755,Data from: Structure of the rare archaeal biosphere and seasonal dynamics of active ecotypes in surface coastal waters,Dataset,data from: structure of the rare archaeal biosphere and seasonal dynamics of active ecotypes in surface coastal waters,pascal,,10.5061/dryad.q5903,Zenodo
17185187,Anthophilous_insects_and_interactions_2023_data_Corsica_France,Dataset,anthophilous_insects_and_interactions_2023_data_corsica_france,pascal,,10.5281/zenodo.17185187,Zenodo
3753375,PUMA HL7 Engine,Software,puma hl7 engine,pascal,,10.5281/zenodo.3753375,Zenodo
17182427,Insect_floral_visitors_and_interactions_2022_data_Corsica_France,Dataset,insect_floral_visitors_and_interactions_2022_data_corsica_france,pascal,,10.5281/zenodo.17182427,Zenodo
8312614,Pascal VOC,Dataset,pascal voc,pascal voc 2010,,10.5281/zenodo.8312614,Zenodo
8368850,PASCAL VOC Pedestrian,Dataset,pascal voc pedestrian,pascal voc 2010,,10.5281/zenodo.8368850,Zenodo
8186664,Pepper-mini,Dataset,pepper-mini,pascal voc 2010,,10.5281/zenodo.8186664,Zenodo
5662351,HERIDAL dataset in keras-retinanet PASCAL VOC format,Dataset,heridal dataset in keras-retinanet pascal voc format,pascal voc 2010,,10.5281/zenodo.5662351,Zenodo
7065974,Experimental Datasets and Processing Codes for the Semantic PHD Filter,Dataset,experimental datasets and processing codes for the semantic phd filter,pascal voc 2010,,10.5281/zenodo.7065974,Zenodo
8312514,The dataset of Tomato,Dataset,the dataset of tomato,pascal voc 2010,,10.5281/zenodo.8312514,Zenodo
13132177,Wenhua-Zheng/AIOU: SourceData.v2.0,Software,wenhua-zheng/aiou: sourcedata.v2.0,voc2012,,10.5281/zenodo.13132177,Zenodo
3902506,A Comprehensive Analysis of Weakly-Supervised Semantic Segmentation in Different Image Domains,Dataset,a comprehensive analysis of weakly-supervised semantic segmentation in different image domains,voc2012,,10.5281/zenodo.3902506,Zenodo
12684017,VOC2012 Detecetion and Segmentation Reupload,Dataset,voc2012 detecetion and segmentation reupload,voc2012,,10.5281/zenodo.12684017,Zenodo
8312614,Pascal VOC,Dataset,pascal voc,voc2012,,10.5281/zenodo.8312614,Zenodo
4399973,Predicting human complexity perception of real-world scenes,Dataset,predicting human complexity perception of real-world scenes,voc2012,,10.5061/dryad.3fs556j,Zenodo
5095407,Object Detection meets Knowledge Graphs Raw Data,Dataset,object detection meets knowledge graphs raw data,voc 2007,,10.5281/zenodo.5095407,Zenodo
8186664,Pepper-mini,Dataset,pepper-mini,voc 2007,,10.5281/zenodo.8186664,Zenodo
12818293,VOC-SU/CSFP: eQTL of CSFP,Software,voc-su/csfp: eqtl of csfp,voc 2007,,10.5281/zenodo.12818293,Zenodo
11214032,VOC,Dataset,voc,voc 2007,,10.5281/zenodo.11214032,Zenodo
14523157,"VOC Collections, Exhibitions and Projects",Dataset,"voc collections, exhibitions and projects",voc 2007,,10.5281/zenodo.14523157,Zenodo
8312614,Pascal VOC,Dataset,pascal voc,voc_2007,,10.5281/zenodo.8312614,Zenodo
15754166,"kangxiaobai-kzj/ImageHashing1: Code for ""Enhanced Content Authentication via Robust Image Hashing with ST-KPCA, RSP-2DPCA, and 2D-TCCM Chaotic Encryption""",Software,"kangxiaobai-kzj/imagehashing1: code for ""enhanced content authentication via robust image hashing with st-kpca, rsp-2dpca, and 2d-tccm chaotic encryption""",voc_2007,,10.5281/zenodo.15754166,Zenodo
15855990,Codes and Datasets for manuscript: Identification and Structural Characterization of Twisted Atomically Thin Bilayer Materials by Deep Learning,Dataset,codes and datasets for manuscript: identification and structural characterization of twisted atomically thin bilayer materials by deep learning,voc_2007,,10.1021/acs.nanolett.3c04815,Zenodo
13132177,Wenhua-Zheng/AIOU: SourceData.v2.0,Software,wenhua-zheng/aiou: sourcedata.v2.0,voc_2012,,10.5281/zenodo.13132177,Zenodo
3902506,A Comprehensive Analysis of Weakly-Supervised Semantic Segmentation in Different Image Domains,Dataset,a comprehensive analysis of weakly-supervised semantic segmentation in different image domains,voc_2012,,10.5281/zenodo.3902506,Zenodo
12684017,VOC2012 Detecetion and Segmentation Reupload,Dataset,voc2012 detecetion and segmentation reupload,voc_2012,,10.5281/zenodo.12684017,Zenodo
8312614,Pascal VOC,Dataset,pascal voc,voc_2012,,10.5281/zenodo.8312614,Zenodo
4952234,Data from: A model for simulating the active dispersal of juvenile sea turtles with a case study on western Pacific leatherback turtles,Dataset,data from: a model for simulating the active dispersal of juvenile sea turtles with a case study on western pacific leatherback turtles,medi+mtebcls,,10.5061/dryad.h7j90,Zenodo
4637365,data ring joints bambu guadua.csv,Dataset,data ring joints bambu guadua.csv,medi+mtebcls,,10.5281/zenodo.4637365,Zenodo
5007673,"Supplementary Data to: Mediterranean diet, Alzheimer's disease biomarkers and brain atrophy in old age",Dataset,"supplementary data to: mediterranean diet, alzheimer's disease biomarkers and brain atrophy in old age",medi,,10.5061/dryad.6t1g1jwxg,Zenodo
4362511,"MEDI: Macronutrient Extraction and Determination from Invertebrates, a rapid, cheap and streamlined protocol",Dataset,"medi: macronutrient extraction and determination from invertebrates, a rapid, cheap and streamlined protocol",medi,,10.5061/dryad.m905qfv0c,Zenodo
4952234,Data from: A model for simulating the active dispersal of juvenile sea turtles with a case study on western Pacific leatherback turtles,Dataset,data from: a model for simulating the active dispersal of juvenile sea turtles with a case study on western pacific leatherback turtles,medi,,10.5061/dryad.h7j90,Zenodo
4459839,florianbeyer/RandomForest-Classification: RandomForest-Classification,Software,florianbeyer/randomforest-classification: randomforest-classification,mteb classification,,10.5281/zenodo.4459839,Zenodo
8114657,USPTO-50k,Dataset,uspto-50k,uspto,,10.5281/zenodo.8114657,Zenodo
13858535,USPTO dataset used by enviFormer,Dataset,uspto dataset used by enviformer,uspto,,10.5281/zenodo.13858535,Zenodo
6352358,Link Compustat – USPTO Patent Assignment Dataset,Dataset,link compustat – uspto patent assignment dataset,uspto,,10.5281/zenodo.6352358,Zenodo
15798247,Precedent Finder USPTO artifacts,Dataset,precedent finder uspto artifacts,uspto,,10.5281/zenodo.15798247,Zenodo
8226022,"Supplementary dataset for ""Evaluating Graph Neural Networks for Link Prediction: Current Pitfalls and New Benchmarking""",Dataset,"supplementary dataset for ""evaluating graph neural networks for link prediction: current pitfalls and new benchmarking""",citeseer,,10.5281/zenodo.8226022,Zenodo
15180577,Distributed Private Aggregation in Graph Neural Networks,Software,distributed private aggregation in graph neural networks,citeseer,,10.5281/zenodo.15180577,Zenodo
12783759,Transcranial direct current stimulation enhances effort maintenance in ADHD,Dataset,transcranial direct current stimulation enhances effort maintenance in adhd,pubmed,,10.5281/zenodo.12783759,Zenodo
14774229,DouglasConnect/PubMed-ChemInsight: PubMed ChemInsight,Software,douglasconnect/pubmed-cheminsight: pubmed cheminsight,pubmed,,10.5281/zenodo.14774229,Zenodo
14771565,PubMed ChemInsight - Unlock Insights from PubMed,Software,pubmed cheminsight - unlock insights from pubmed,pubmed,,10.5281/zenodo.14771565,Zenodo
7638511,DBLP-QuAD DBLP Dump,Dataset,dblp-quad dblp dump,dblp,,10.5281/zenodo.7638511,Zenodo
7555264,DBLP,Dataset,dblp,dblp,,10.5281/zenodo.7555264,Zenodo
7643971,DBLP-QuAD,Dataset,dblp-quad,dblp,,10.5281/zenodo.7643971,Zenodo
4567527,DBLP  Article  Similarities (DBLP-ArtSim) dataset,Dataset,dblp  article  similarities (dblp-artsim) dataset,dblp,,10.5281/zenodo.4567527,Zenodo
3051910,hdblp: historical data of the dblp collection,Dataset,hdblp: historical data of the dblp collection,dblp,,10.5281/zenodo.3051910,Zenodo
4361787,kgbench: dblp,Dataset,kgbench: dblp,dblp,,10.5281/zenodo.4361787,Zenodo
13358379,Author research area based on Citation Network Dataset FoS,Dataset,author research area based on citation network dataset fos,dblp,,10.5281/zenodo.13358379,Zenodo
13203175,coauth-DBLP,Dataset,coauth-dblp,dblp,,10.5281/zenodo.13203175,Zenodo
4727924,apjohndim/LIDC-IDRI-Extract-64x64x16-nodules: LIDC-IDRI-Extract-64x64x16-nodules,Software,apjohndim/lidc-idri-extract-64x64x16-nodules: lidc-idri-extract-64x64x16-nodules,lidc-idri,,10.5281/zenodo.4727924,Zenodo
2249217,MIC-DKFZ/LIDC-IDRI-processing: Release 1.0.1,Software,mic-dkfz/lidc-idri-processing: release 1.0.1,lidc-idri,,10.5281/zenodo.2249217,Zenodo
8290147,Pretrained model for 3D semantic image segmentation of the lung nodules from CT scans,Software,pretrained model for 3d semantic image segmentation of the lung nodules from ct scans,lidc-idri,,10.5281/zenodo.8290147,Zenodo
11582738,Pretrained model for 3D semantic image segmentation of the lung and lung nodules from ct scan,Software,pretrained model for 3d semantic image segmentation of the lung and lung nodules from ct scan,lidc-idri,,10.5281/zenodo.11582738,Zenodo
3723295,LUNA16 Part 1/2,Dataset,luna16 part 1/2,lidc-idri,,10.5281/zenodo.3723295,Zenodo
3679277,Classification of 2D Lung Nodules with Deep Learning and data augmentation,Software,classification of 2d lung nodules with deep learning and data augmentation,lidc-idri,,10.5281/zenodo.3679277,Zenodo
8134612,LUNA16 converted dataset,Dataset,luna16 converted dataset,luna16,,10.5281/zenodo.8134612,Zenodo
3723295,LUNA16 Part 1/2,Dataset,luna16 part 1/2,luna16,,10.5281/zenodo.3723295,Zenodo
4121926,LUNA16 Part 2/2,Dataset,luna16 part 2/2,luna16,,10.5281/zenodo.4121926,Zenodo
8042115,Lung nodule CT false positive reduction,Dataset,lung nodule ct false positive reduction,luna16,,10.5281/zenodo.8042115,Zenodo
6559584,LUNA22-ISMI,Dataset,luna22-ismi,luna16,,10.5281/zenodo.6559584,Zenodo
5548363,NODE21,Dataset,node21,luna16,,10.5281/zenodo.5548363,Zenodo
12784601,Duke Lung Cancer Screening Dataset 2024 - part 2,Dataset,duke lung cancer screening dataset 2024 - part 2,luna16,,10.5281/zenodo.12784601,Zenodo
7994201,Serum miRnome Profiling: A Novel Biomarker Platform for the Early Detection of NSCLC,Dataset,serum mirnome profiling: a novel biomarker platform for the early detection of nsclc,nsclc,,10.5281/zenodo.7994201,Zenodo
5606234,Data from: Downregulation of circATXN7 represses non-small cell lung cancer growth by releasing miR-7-5p,Dataset,data from: downregulation of circatxn7 represses non-small cell lung cancer growth by releasing mir-7-5p,nsclc,,10.5061/dryad.4b8gthtdf,Zenodo
3595212,ANODE09,Dataset,anode09,anode09,,10.5281/zenodo.3595212,Zenodo
6652094,TSN featrure on THUMOS-14,Dataset,tsn featrure on thumos-14,thumos14,,10.5281/zenodo.6652094,Zenodo
6650813,TSN feature on  ActivityNet v1.3,Dataset,tsn feature on  activitynet v1.3,activitynet 1.3,,10.5281/zenodo.6650813,Zenodo
8183467,The evaluation of ActivityNet-EKG* knowledge graph,Dataset,the evaluation of activitynet-ekg* knowledge graph,activitynet 1.3,,10.5281/zenodo.8183467,Zenodo
7861678,The dataset of Teratogenic Effect of 1.3 bis(p-Hydroxyphenyl)urea,Dataset,the dataset of teratogenic effect of 1.3 bis(p-hydroxyphenyl)urea,activitynet 1.3,,10.5281/zenodo.7861678,Zenodo
10291844,ReproZip: 1.3,Software,reprozip: 1.3,activitynet 1.3,,10.5281/zenodo.10291844,Zenodo
15794350,Particula 1.3 Input Files for Sand Pack Generation and Roundness Control,Software,particula 1.3 input files for sand pack generation and roundness control,activitynet 1.3,,10.5281/zenodo.15794350,Zenodo
1491539,epic-kitchens/epic-lib v1.6.1,Software,epic-kitchens/epic-lib v1.6.1,epic-kitchens 100,,10.5281/zenodo.1491539,Zenodo
46071,EPIC: EPIC,Software,epic: epic,epic-kitchens 100,,10.5281/zenodo.46071,Zenodo
15065252,EPIC-model/epic: EPIC version 0.14.3,Software,epic-model/epic: epic version 0.14.3,epic-kitchens 100,,10.5281/zenodo.15065252,Zenodo
7340838,InternVideo-VideoMAE-L verb features for Ego4D MQ,Dataset,internvideo-videomae-l verb features for ego4d mq,ego4d moment queries,,10.5281/zenodo.7340838,Zenodo
7343075,InternVideo-VideoMAE-L verb features for Ego4D NLQ,Dataset,internvideo-videomae-l verb features for ego4d nlq,ego4d moment queries,,10.5281/zenodo.7343075,Zenodo
7343178,InternVideo-VideoMAE-L noun features for Ego4D NLQ,Dataset,internvideo-videomae-l noun features for ego4d nlq,ego4d moment queries,,10.5281/zenodo.7343178,Zenodo
7340838,InternVideo-VideoMAE-L verb features for Ego4D MQ,Dataset,internvideo-videomae-l verb features for ego4d mq,ego4d mq,,10.5281/zenodo.7340838,Zenodo
7343075,InternVideo-VideoMAE-L verb features for Ego4D NLQ,Dataset,internvideo-videomae-l verb features for ego4d nlq,ego4d mq,,10.5281/zenodo.7343075,Zenodo
7343178,InternVideo-VideoMAE-L noun features for Ego4D NLQ,Dataset,internvideo-videomae-l noun features for ego4d nlq,ego4d mq,,10.5281/zenodo.7343178,Zenodo
14614030,Formation and composition of the Earth's Hadean protocrust,Dataset,formation and composition of the earth's hadean protocrust,ego4d mq,,10.5281/zenodo.14614030,Zenodo
17283875,Rcoppee/MQ-PPQ_pressure: MQ-PPQ_pressure_v-1.0,Software,rcoppee/mq-ppq_pressure: mq-ppq_pressure_v-1.0,ego4d mq,,10.5281/zenodo.17283875,Zenodo
6650813,TSN feature on  ActivityNet v1.3,Dataset,tsn feature on  activitynet v1.3,activitynet,,10.5281/zenodo.6650813,Zenodo
8183467,The evaluation of ActivityNet-EKG* knowledge graph,Dataset,the evaluation of activitynet-ekg* knowledge graph,activitynet,,10.5281/zenodo.8183467,Zenodo
15349075,S-VideoXum: A Dataset for Script-driven Video Summarization,Dataset,s-videoxum: a dataset for script-driven video summarization,activitynet,,10.5281/zenodo.15349075,Zenodo
6652094,TSN featrure on THUMOS-14,Dataset,tsn featrure on thumos-14,thumos,,10.5281/zenodo.6652094,Zenodo
6652094,TSN featrure on THUMOS-14,Dataset,tsn featrure on thumos-14,thumos 14,,10.5281/zenodo.6652094,Zenodo
10233129,Crate,Dataset,crate,thumos 14,,10.5281/zenodo.10233129,Zenodo
3747221,"IO Islamic 14. Ta'rîkh-i- Kashmîr, A Fourth History of Kashmîr",Dataset,"io islamic 14. ta'rîkh-i- kashmîr, a fourth history of kashmîr",thumos 14,,10.5281/zenodo.3747221,Zenodo
1491539,epic-kitchens/epic-lib v1.6.1,Software,epic-kitchens/epic-lib v1.6.1,epic kitchens 100,,10.5281/zenodo.1491539,Zenodo
5211495,bokespavol/slowfast:,Software,bokespavol/slowfast:,slowfast,,10.5281/zenodo.5211495,Zenodo
4296973,Pyslowfast,Software,pyslowfast,slowfast,,10.5281/zenodo.4296973,Zenodo
8040215,"Data from: Individual life histories: Neither slow nor fast, just diverse",Dataset,"data from: individual life histories: neither slow nor fast, just diverse",slowfast,,10.5061/dryad.3bk3j9kpm,Zenodo
1346785,"Python code for ""Study of micro-macro acceleration schemes for linear slow-fast stochastic differential equations with additive noise""",Software,"python code for ""study of micro-macro acceleration schemes for linear slow-fast stochastic differential equations with additive noise""",slowfast,,10.5281/zenodo.1346785,Zenodo
15777742,Supporting materials for (GEB-2024-0782),Dataset,supporting materials for (geb-2024-0782),slowfast,,10.5281/zenodo.15777742,Zenodo
1421887,Thermal pace-of-life strategies improve phenological predictions in ectotherms,Software,thermal pace-of-life strategies improve phenological predictions in ectotherms,slowfast,,10.5281/zenodo.1421887,Zenodo
7272665,Regime transitions and uniqueness of ensembles in slow-fast systems,Software,regime transitions and uniqueness of ensembles in slow-fast systems,slowfast,,10.5281/zenodo.7272665,Zenodo
6140505,Nitrogen resorption dynamics and slow-fast strategies in 137 Arabidopsis thaliana genotypes,Dataset,nitrogen resorption dynamics and slow-fast strategies in 137 arabidopsis thaliana genotypes,slowfast,,10.5281/zenodo.6140505,Zenodo
1491539,epic-kitchens/epic-lib v1.6.1,Software,epic-kitchens/epic-lib v1.6.1,epic kitchens,,10.5281/zenodo.1491539,Zenodo
5516384,Numerical responses of omnivorous terrestrial arthropods to plant alternative resources suppress prey populations: a meta-analysis,Dataset,numerical responses of omnivorous terrestrial arthropods to plant alternative resources suppress prey populations: a meta-analysis,omnivore,,10.25338/B8KP8P,Zenodo
4970144,Data from: Trophic omnivory across a productivity gradient: intraguild predation theory and the structure and strength of species interactions,Dataset,data from: trophic omnivory across a productivity gradient: intraguild predation theory and the structure and strength of species interactions,omnivore,,10.5061/dryad.6k144,Zenodo
251335,Monsauce/Stability-mechanisms: Third release of stability mechanisms data and code,Software,monsauce/stability-mechanisms: third release of stability mechanisms data and code,omnivore,,10.5281/zenodo.251335,Zenodo
7340838,InternVideo-VideoMAE-L verb features for Ego4D MQ,Dataset,internvideo-videomae-l verb features for ego4d mq,ego4d,,10.5281/zenodo.7340838,Zenodo
7343075,InternVideo-VideoMAE-L verb features for Ego4D NLQ,Dataset,internvideo-videomae-l verb features for ego4d nlq,ego4d,,10.5281/zenodo.7343075,Zenodo
7343178,InternVideo-VideoMAE-L noun features for Ego4D NLQ,Dataset,internvideo-videomae-l noun features for ego4d nlq,ego4d,,10.5281/zenodo.7343178,Zenodo
17058101,MULTIVOX: A Spatial Audio-Visual Dataset of Singing Groups,Dataset,multivox: a spatial audio-visual dataset of singing groups,ego4d,,10.5281/zenodo.17058101,Zenodo
11630147,intron-innovation/AfriMed-QA: AfriMed-QA-v-1.2,Dataset,intron-innovation/afrimed-qa: afrimed-qa-v-1.2,medqa,,10.5281/zenodo.11630147,Zenodo
17199064,Replication Package of FairMedQA,Dataset,replication package of fairmedqa,medqa,,10.5281/zenodo.17199064,Zenodo
11237454,JosefAlbers/LoRA4context: LoRA4context - Distilling Knowledge from In-Context Learning into Efficient LoRA Adapters,Software,josefalbers/lora4context: lora4context - distilling knowledge from in-context learning into efficient lora adapters,medqa,,10.5281/zenodo.11237454,Zenodo
11237454,JosefAlbers/LoRA4context: LoRA4context - Distilling Knowledge from In-Context Learning into Efficient LoRA Adapters,Software,josefalbers/lora4context: lora4context - distilling knowledge from in-context learning into efficient lora adapters,medmcqa,,10.5281/zenodo.11237454,Zenodo
7773455,PubMedQA,Dataset,pubmedqa,pubmedqa,,10.5281/zenodo.7773455,Zenodo
11624987,MMLU-Redux,Dataset,mmlu-redux,mmlu (medical subsets),,10.57967/hf/2507,Zenodo
14051942,MMLU-Redux-2.0,Dataset,mmlu-redux-2.0,mmlu (medical subsets),,10.57967/hf/3469,Zenodo
15703053,"Dataframes and scripts from: ""anti-PD-1 treatment response is associated with the influx of circulating myeloid and T-cell subsets into the metastatic melanoma tumor microenvironment""",Dataset,"dataframes and scripts from: ""anti-pd-1 treatment response is associated with the influx of circulating myeloid and t-cell subsets into the metastatic melanoma tumor microenvironment""",mmlu (medical subsets),,10.5281/zenodo.15703053,Zenodo
5767210,Gene Wiki subsets,Dataset,gene wiki subsets,mmlu (medical subsets),,10.5281/zenodo.5767210,Zenodo
11211757,RNAseq of partially paralyzed zebrafish embryos at 5 days post-fertilization compared to normal siblings,Dataset,rnaseq of partially paralyzed zebrafish embryos at 5 days post-fertilization compared to normal siblings,sop,,10.5061/dryad.7d7wm3838,Zenodo
