,sentence,entity_text,entity_type
796,"This dataset serves as the backbone for many of the studies in lung nodule detection. - **LUNA16**: Derived from LIDC-IDRI, LUNA16 focuses on nodule detection, providing 888 high-quality CT scans with standardized metrics for evaluating algorithms. - **Additional Datasets**: Datasets such as ELCAP, NSCLC, and ANODE09 are also referenced to supplement research efforts.  ## Key Techniques and Models This project explores multiple deep learning models tailored to different aspects of lung nodule detection, segmentation, and classification:  ### Detection Models - **CNN-based detection**: A variety of CNN architectures are used, ranging from lightweight models like Light CNN to more advanced networks such as U-Net++ and EfficientNet. - **YOLOv8**: A real-time detection model, effective for fast nodule identification with minimal false positives. - **Hybrid Approaches**: Fusion of 3D imaging techniques and biomarker data to enhance detection precision.  ### Segmentation Models - **U-Net Variants**: Models like Wavelet U-Net++ and 3D DenseUNet provide robust segmentation of nodules with a focus on improving Dice Similarity Coefficient (DSC). - **Attention Mechanisms**: Self-attention networks (e.g., HSNet) improve segmentation accuracy by focusing on relevant features in CT scans. - **Multi-task Learning**: Approaches that integrate both nodule detection and segmentation into a single pipeline for better performance.  ### Classification Models - **Deep Learning Classifiers**: CNN-based classifiers, such as those built on ResNet and DenseNet architectures, are employed to distinguish between benign and malignant nodules. - **Ensemble Learning**: Hybrid deep learning models that combine multiple classifiers to enhance accuracy, sensitivity, and specificity. - **SVM and Traditional Approaches**: For comparative purposes, traditional machine learning methods such as Support Vector Machines (SVM) are also tested against deep learning models.  ## Performance Metrics The performance of the models is evaluated using the following key metrics: - **Sensitivity (True Positive Rate)**: Measures the model's ability to correctly identify nodules. - **Specificity (True Negative Rate)**: Measures the model's ability to correctly identify non-nodules. - **Dice Similarity Coefficient (DSC)**: Used in segmentation tasks to evaluate the overlap between predicted and ground truth nodule regions. - **Area Under the Curve (AUC)**: Commonly used in classification tasks to evaluate the overall model performance. - **Competition Performance Metric (CPM)**: Specific to lung nodule detection, measuring sensitivity at varying false-positive rates.  ## Future Work This project highlights the potential of deep learning models in improving the accuracy of lung nodule detection and classification.",ANODE09,DATASET
797,"Without bells and whistles, ActionFormer achieves 71.0% mAP at tIoU=0.5 on THUMOS14, outperforming the best prior model by 14.1 absolute percentage points and crossing the 60% mAP for the first time.",THUMOS14,DATASET
798,"Further, ActionFormer demonstrates strong results on ActivityNet 1.3 (36.56% average mAP) and the more challenging EPIC-Kitchens 100 (+13.5% average mAP over prior works).",ActivityNet 1.3,DATASET
799,"Further, ActionFormer demonstrates strong results on ActivityNet 1.3 (36.56% average mAP) and the more challenging EPIC-Kitchens 100 (+13.5% average mAP over prior works).",EPIC-Kitchens 100,DATASET
800,"In addition, ActionFormer is the backbone for many winning solutions in the Ego4D Moment Queries Challenge 2022.",Ego4D Moment Queries,DATASET
801,logo=arXiv)](https://arxiv.org/abs/2404.02257) <br>  ## Changelog * 11/18/2022: We have released the [tech report](https://arxiv.org/abs/2211.09074) for our submission to the [Ego4D Moment Queries (MQ) Challenge](https://eval.ai/web/challenges/challenge-page/1626/overview).,Ego4D Moment Queries,DATASET
802,"The code repo now includes config files, pre-trained models and results on the Ego4D MQ benchmark",Ego4D MQ,DATASET
803,* 08/01/2022: Updated code repo with latest results on ActivityNet,ActivityNet,DATASET
804,"* 05/08/2022: We have updated the code repo based on the community feedback and our code review, leading to significantly better average mAP on THUMOS14 (>66.0%) and slightly improved results on ActivityNet and EPIC-Kitchens 100.   ## Code Overview The structure of this code repo is heavily inspired by Detectron2.",THUMOS14,DATASET
805,"* 05/08/2022: We have updated the code repo based on the community feedback and our code review, leading to significantly better average mAP on THUMOS14 (>66.0%) and slightly improved results on ActivityNet and EPIC-Kitchens 100.   ## Code Overview The structure of this code repo is heavily inspired by Detectron2.",ActivityNet,DATASET
806,"* 05/08/2022: We have updated the code repo based on the community feedback and our code review, leading to significantly better average mAP on THUMOS14 (>66.0%) and slightly improved results on ActivityNet and EPIC-Kitchens 100.   ## Code Overview The structure of this code repo is heavily inspired by Detectron2.",EPIC-Kitchens 100,DATASET
807,"/libs/utils: Utility functions for training, inference, and postprocessing.  ## Installation * Follow INSTALL.md for installing necessary dependencies and compiling the code.  ## Frequently Asked Questions * See FAQ.md.   ## To Reproduce Our Results on THUMOS14 **Download Features and Annotations** * Download *thumos.tar.gz* (`md5sum 375f76ffbf7447af1035e694971ec9b2`) from [this Box link](https://uwmadison.box.com/s/glpuxadymf3gd01m1cj6g5c3bn39qbgr) or [this Google Drive link](https://drive.google.com/file/d/1zt2eoldshf99vJMDuu8jqxda55dCyhZP/view?",THUMOS14,DATASET
808,"/libs/utils: Utility functions for training, inference, and postprocessing.  ## Installation * Follow INSTALL.md for installing necessary dependencies and compiling the code.  ## Frequently Asked Questions * See FAQ.md.   ## To Reproduce Our Results on THUMOS14 **Download Features and Annotations** * Download *thumos.tar.gz* (`md5sum 375f76ffbf7447af1035e694971ec9b2`) from [this Box link](https://uwmadison.box.com/s/glpuxadymf3gd01m1cj6g5c3bn39qbgr) or [this Google Drive link](https://drive.google.com/file/d/1zt2eoldshf99vJMDuu8jqxda55dCyhZP/view?",thumos,DATASET
809,"pwd=74eh). * The file includes I3D features, action annotations in json format (similar to ActivityNet annotation format), and external classification scores.",ActivityNet,DATASET
810,/configs/thumos_i3d.yaml --output reproduce ``` * [Optional] Monitor the training using TensorBoard ```shell tensorboard --logdir=.,thumos,DATASET
811,/ckpt/thumos_i3d_reproduce/logs ``` * Evaluate the trained model.,thumos,DATASET
812,/configs/thumos_i3d.yaml .,thumos,DATASET
813,"/ckpt/thumos_i3d_reproduce ``` * Training our model on THUMOS requires ~4.5GB GPU memory, yet the inference might require over 10GB GPU memory.",thumos,DATASET
814,"/ckpt/thumos_i3d_reproduce ``` * Training our model on THUMOS requires ~4.5GB GPU memory, yet the inference might require over 10GB GPU memory.",THUMOS,DATASET
815,**[Optional] Evaluating Our Pre-trained Model**  We also provide a pre-trained model for THUMOS 14.,THUMOS 14,DATASET
816,│ └───pretrained/ │    └───thumos_i3d_reproduce/ │    │  └───thumos_reproduce_log.txt │    │  └───thumos_reproduce_results.txt │    │   └───,thumos,DATASET
817,│ └───pretrained/ │    └───thumos_i3d_reproduce/ │    │  └───thumos_reproduce_log.txt │    │  └───thumos_reproduce_results.txt │    │   └───,thumos,DATASET
818,│ └───pretrained/ │    └───thumos_i3d_reproduce/ │    │  └───thumos_reproduce_log.txt │    │  └───thumos_reproduce_results.txt │    │   └───,thumos,DATASET
819,/pretrained/thumos_i3d_reproduce/config.txt*. * The training log is located at *.,thumos,DATASET
820,/pretrained/thumos_i3d_reproduce/thumos_reproduce_log.txt* and also *.,thumos,DATASET
821,/pretrained/thumos_i3d_reproduce/logs*. * The pre-trained model is *.,thumos,DATASET
822,/pretrained/thumos_i3d_reproduce/epoch_034.pth.tar*. * Evaluate the pre-trained model.,thumos,DATASET
823,/configs/thumos_i3d.yaml .,thumos,DATASET
824,/pretrained/thumos_i3d_reproduce/ ``` * The results (mAP at tIoUs) should be  | Method            |  0.3  |  0.4  |  0.5  |  0.6  |  0.7  |  Avg  | |-------------------|-------|-------|-------|-------|-------|-------| | ActionFormer      | 82.13 | 77.80 | 70.95 | 59.40 | 43.87 | 66.83 |   ## To Reproduce Our Results on ActivityNet 1.3 **Download Features and Annotations** * Download *anet_1.3.tar.gz* (`md5sum c415f50120b9425ee1ede9ac3ce11203`) from [this Box link](https://uwmadison.box.com/s/aisdoymowukc99zoc7gpqegxbb4whikx) or [this Google Drive Link](https://drive.google.com/file/d/1VW8px1Nz9A17i0wMVUfxh6YsPCLVqL-S/view?,thumos,DATASET
825,/pretrained/thumos_i3d_reproduce/ ``` * The results (mAP at tIoUs) should be  | Method            |  0.3  |  0.4  |  0.5  |  0.6  |  0.7  |  Avg  | |-------------------|-------|-------|-------|-------|-------|-------| | ActionFormer      | 82.13 | 77.80 | 70.95 | 59.40 | 43.87 | 66.83 |   ## To Reproduce Our Results on ActivityNet 1.3 **Download Features and Annotations** * Download *anet_1.3.tar.gz* (`md5sum c415f50120b9425ee1ede9ac3ce11203`) from [this Box link](https://uwmadison.box.com/s/aisdoymowukc99zoc7gpqegxbb4whikx) or [this Google Drive Link](https://drive.google.com/file/d/1VW8px1Nz9A17i0wMVUfxh6YsPCLVqL-S/view?,ActivityNet 1.3,DATASET
826,"pwd=xuit). * The file includes TSP features, action annotations in json format (similar to ActivityNet annotation format), and external classification scores.",ActivityNet,DATASET
827,"**Details**: The features are extracted from the R(2+1)D-34 model pretrained with TSP on ActivityNet using clips of `16 frames` at a frame rate of `15 fps` and a stride of `16 frames` (*i.e.,* **non-overlapping** clips).",ActivityNet,DATASET
828,"/ckpt/anet_tsp_reproduce ``` * Training our model on ActivityNet requires ~4.6GB GPU memory, yet the inference might require over 10GB GPU memory.",ActivityNet,DATASET
829,**[Optional] Evaluating Our Pre-trained Model**  We also provide a pre-trained model for ActivityNet 1.3.,ActivityNet 1.3,DATASET
830,/pretrained/anet_i3d_reproduce/ ```  * The results (mAP at tIoUs) with I3D features should be  | Method            |  0.5  |  0.75 |  0.95 |  Avg  | |-------------------|-------|-------|-------|-------| | ActionFormer      | 54.29 | 36.71 |  8.24 | 36.03 |  ## To Reproduce Our Results on EPIC Kitchens 100 **Download Features and Annotations** * Download *epic_kitchens.tar.gz* (`md5sum add9803756afd9a023bc9a9c547e0229`) from [this Box link](https://uwmadison.box.com/s/vdha47qnce6jhqktz9g4mq1gc40w82yj) or [this Google Drive Link](https://drive.google.com/file/d/1Z4U_dLuu6_cV5NBIrSzsSDOOj2Uar85X/view?,EPIC Kitchens 100,DATASET
831,/pretrained/anet_i3d_reproduce/ ```  * The results (mAP at tIoUs) with I3D features should be  | Method            |  0.5  |  0.75 |  0.95 |  Avg  | |-------------------|-------|-------|-------|-------| | ActionFormer      | 54.29 | 36.71 |  8.24 | 36.03 |  ## To Reproduce Our Results on EPIC Kitchens 100 **Download Features and Annotations** * Download *epic_kitchens.tar.gz* (`md5sum add9803756afd9a023bc9a9c547e0229`) from [this Box link](https://uwmadison.box.com/s/vdha47qnce6jhqktz9g4mq1gc40w82yj) or [this Google Drive Link](https://drive.google.com/file/d/1Z4U_dLuu6_cV5NBIrSzsSDOOj2Uar85X/view?,epic_kitchens,DATASET
832,pwd=f3tx). * The file includes SlowFast features as well as action annotations in json format (similar to ActivityNet annotation format).,SlowFast,DATASET
833,pwd=f3tx). * The file includes SlowFast features as well as action annotations in json format (similar to ActivityNet annotation format).,ActivityNet,DATASET
834,**Details**: The features are extracted from the SlowFast model pretrained on the training set of EPIC Kitchens 100 (action classification) using clips of `32 frames` at a frame rate of `30 fps` and a stride of `16 frames`.,EPIC Kitchens 100,DATASET
835,"│ └───data/ │    └───epic_kitchens/ │    │  └───annotations │    │  └───features    │    └───... | └───libs │ │   ... ```  **Training and Evaluation** * On EPIC Kitchens, we train separate models for nouns and verbs. * To train our ActionFormer on verbs with SlowFast features, use ```shell python .",EPIC Kitchens,DATASET
836,"│ └───data/ │    └───epic_kitchens/ │    │  └───annotations │    │  └───features    │    └───... | └───libs │ │   ... ```  **Training and Evaluation** * On EPIC Kitchens, we train separate models for nouns and verbs. * To train our ActionFormer on verbs with SlowFast features, use ```shell python .",SlowFast,DATASET
837,"/configs/epic_slowfast_verb.yaml --output reproduce ``` * To train our ActionFormer on nouns with SlowFast features, use ```shell python .",SlowFast,DATASET
838,"/ckpt/epic_slowfast_noun_reproduce ``` * Training our model on EPIC Kitchens requires ~4.5GB GPU memory, yet the inference might require over 10GB GPU memory.",EPIC Kitchens,DATASET
839,**[Optional] Evaluating Our Pre-trained Model**  We also provide a pre-trained model for EPIC-Kitchens 100.,EPIC-Kitchens 100,DATASET
840,/pretrained/epic_slowfast_noun_reproduce/ ``` * The results (mAP at tIoUs) should be  | Method              |  0.1  |  0.2  |  0.3  |  0.4  |  0.5  |  Avg  | |---------------------|-------|-------|-------|-------|-------|-------| | ActionFormer (verb) | 26.58 | 25.42 | 24.15 | 22.29 | 19.09 | 23.51 | | ActionFormer (noun) | 25.21 | 24.11 | 22.66 | 20.47 | 16.97 | 21.88 |  ## To Reproduce Our Results on Ego4D Moment Queries Benchmark **Download Features and Annotations** * Download the official SlowFast and Omnivore features from [the Ego4D website](https://ego4d-data.org/#download) and the official EgoVLP features from [this link](https://github.com/showlab/EgoVLP/issues/1#issuecomment-1219076014).,Ego4D Moment Queries,DATASET
841,/pretrained/epic_slowfast_noun_reproduce/ ``` * The results (mAP at tIoUs) should be  | Method              |  0.1  |  0.2  |  0.3  |  0.4  |  0.5  |  Avg  | |---------------------|-------|-------|-------|-------|-------|-------| | ActionFormer (verb) | 26.58 | 25.42 | 24.15 | 22.29 | 19.09 | 23.51 | | ActionFormer (noun) | 25.21 | 24.11 | 22.66 | 20.47 | 16.97 | 21.88 |  ## To Reproduce Our Results on Ego4D Moment Queries Benchmark **Download Features and Annotations** * Download the official SlowFast and Omnivore features from [the Ego4D website](https://ego4d-data.org/#download) and the official EgoVLP features from [this link](https://github.com/showlab/EgoVLP/issues/1#issuecomment-1219076014).,SlowFast,DATASET
842,/pretrained/epic_slowfast_noun_reproduce/ ``` * The results (mAP at tIoUs) should be  | Method              |  0.1  |  0.2  |  0.3  |  0.4  |  0.5  |  Avg  | |---------------------|-------|-------|-------|-------|-------|-------| | ActionFormer (verb) | 26.58 | 25.42 | 24.15 | 22.29 | 19.09 | 23.51 | | ActionFormer (noun) | 25.21 | 24.11 | 22.66 | 20.47 | 16.97 | 21.88 |  ## To Reproduce Our Results on Ego4D Moment Queries Benchmark **Download Features and Annotations** * Download the official SlowFast and Omnivore features from [the Ego4D website](https://ego4d-data.org/#download) and the official EgoVLP features from [this link](https://github.com/showlab/EgoVLP/issues/1#issuecomment-1219076014).,Omnivore,DATASET
843,/pretrained/epic_slowfast_noun_reproduce/ ``` * The results (mAP at tIoUs) should be  | Method              |  0.1  |  0.2  |  0.3  |  0.4  |  0.5  |  Avg  | |---------------------|-------|-------|-------|-------|-------|-------| | ActionFormer (verb) | 26.58 | 25.42 | 24.15 | 22.29 | 19.09 | 23.51 | | ActionFormer (noun) | 25.21 | 24.11 | 22.66 | 20.47 | 16.97 | 21.88 |  ## To Reproduce Our Results on Ego4D Moment Queries Benchmark **Download Features and Annotations** * Download the official SlowFast and Omnivore features from [the Ego4D website](https://ego4d-data.org/#download) and the official EgoVLP features from [this link](https://github.com/showlab/EgoVLP/issues/1#issuecomment-1219076014).,Ego4D,DATASET
844,/pretrained/epic_slowfast_noun_reproduce/ ``` * The results (mAP at tIoUs) should be  | Method              |  0.1  |  0.2  |  0.3  |  0.4  |  0.5  |  Avg  | |---------------------|-------|-------|-------|-------|-------|-------| | ActionFormer (verb) | 26.58 | 25.42 | 24.15 | 22.29 | 19.09 | 23.51 | | ActionFormer (noun) | 25.21 | 24.11 | 22.66 | 20.47 | 16.97 | 21.88 |  ## To Reproduce Our Results on Ego4D Moment Queries Benchmark **Download Features and Annotations** * Download the official SlowFast and Omnivore features from [the Ego4D website](https://ego4d-data.org/#download) and the official EgoVLP features from [this link](https://github.com/showlab/EgoVLP/issues/1#issuecomment-1219076014).,EgoVLP,DATASET
845,"For example, training on Omnivore and EgoVLP features will create an experiment folder under *.",Omnivore,DATASET
846,"For example, training on Omnivore and EgoVLP features will create an experiment folder under *.",EgoVLP,DATASET
847,"/ckpt/ego4d_omnivore_egovlp_reproduce ``` * Training our model on Ego4D with all three features requires ~4.5GB GPU memory, yet the inference might require over 10GB GPU memory.",Ego4D,DATASET
848,**[Optional] Evaluating Our Pre-trained Model**  We also provide pre-trained models for Ego4D trained with all feature combinations.,Ego4D,DATASET
849,│ └───pretrained/ │    └───ego4d_omnivore_egovlp_reproduce/ │    │   └───ego4d_omnivore_egovlp_reproduce_log.txt │    │   └───ego4d_omnivore_egovlp_reproduce_results.txt │    │   └───,ego4d_omnivore_egovlp,DATASET
850,│ └───pretrained/ │    └───ego4d_omnivore_egovlp_reproduce/ │    │   └───ego4d_omnivore_egovlp_reproduce_log.txt │    │   └───ego4d_omnivore_egovlp_reproduce_results.txt │    │   └───,ego4d_omnivore_egovlp,DATASET
851,│ └───pretrained/ │    └───ego4d_omnivore_egovlp_reproduce/ │    │   └───ego4d_omnivore_egovlp_reproduce_log.txt │    │   └───ego4d_omnivore_egovlp_reproduce_results.txt │    │   └───,ego4d_omnivore_egovlp,DATASET
852,/pretrained/ego4d_omnivore_egovlp_reproduce/config.txt*. * The training log is located at *.,ego4d_omnivore_egovlp,DATASET
853,/pretrained/ego4d_omnivore_egovlp_reproduce/ego4d_omnivore_egovlp_reproduce_log.txt* and also *.,ego4d_omnivore_egovlp,DATASET
854,/pretrained/ego4d_omnivore_egovlp_reproduce/logs*. * The pre-trained model is *.,ego4d_omnivore_egovlp,DATASET
855,/pretrained/ego4d_omnivore_egovlp_reproduce/epoch_010.pth.tar*. * Evaluate the pre-trained model.,ego4d_omnivore_egovlp,DATASET
856,"Stay tuned.  ## Contact Yin Li (yin.li@wisc.edu)  ## References If you are using our code, please consider citing our paper. ``` @inproceedings{zhang2022actionformer,   title={ActionFormer: Localizing Moments of Actions with Transformers},   author={Zhang, Chen-Lin and Wu, Jianxin and Li, Yin},   booktitle={European Conference on Computer Vision},   series={LNCS},   volume={13664},   pages={492-510},   year={2022} } ```  If you cite our results on Ego4D, please consider citing our tech report in addition to the main paper. ``` @article{mu2022actionformerego4d,   title={Where a Strong Backbone Meets Strong Features -- ActionFormer for Ego4D Moment Queries Challenge},   author={Mu, Fangzhou and Mo, Sicheng and Wang, Gillian, and Li, Yin},   journal={arXiv e-prints},   year={2022} } ```  If you are using TSP features, please cite ``` @inproceedings{alwassel2021tsp,   title={{TSP}: Temporally-sensitive pretraining of video encoders for localization tasks},   author={Alwassel, Humam and Giancola, Silvio and Ghanem, Bernard},   booktitle={Proceedings of the IEEE/CVF International Conference on Computer Vision Workshops},   pages={3173--3183},   year={2021} } ```",Ego4D,DATASET
857,Download Yelp data: https://www.yelp.com/dataset and place files in ```datasets/yelp_dataset/``` 2.,yelp_dataset,DATASET
858,Download subword tokenizer built on Yelp and place in  ```datasets/yelp_dataset/processed/```:  [link](https://s3.us-east-2.amazonaws.com/unsup-sum/subwordenc_32000_maxrevs260_fixed.pkl)  ### Pre-trained models  1.,yelp_dataset,DATASET
859,More details about the configuration parameters can be found [here](configs).  ### Datasets We include the following medical datasets formatted in the required format:  - MedQA - MedMCQA - PubMedQA - MMLU (medical subsets) - CareQA  Other datasets can be used if they are in the required format.,MedQA,DATASET
860,More details about the configuration parameters can be found [here](configs).  ### Datasets We include the following medical datasets formatted in the required format:  - MedQA - MedMCQA - PubMedQA - MMLU (medical subsets) - CareQA  Other datasets can be used if they are in the required format.,MedMCQA,DATASET
861,More details about the configuration parameters can be found [here](configs).  ### Datasets We include the following medical datasets formatted in the required format:  - MedQA - MedMCQA - PubMedQA - MMLU (medical subsets) - CareQA  Other datasets can be used if they are in the required format.,PubMedQA,DATASET
862,More details about the configuration parameters can be found [here](configs).  ### Datasets We include the following medical datasets formatted in the required format:  - MedQA - MedMCQA - PubMedQA - MMLU (medical subsets) - CareQA  Other datasets can be used if they are in the required format.,MMLU (medical subsets),DATASET
863,More details about the configuration parameters can be found [here](configs).  ### Datasets We include the following medical datasets formatted in the required format:  - MedQA - MedMCQA - PubMedQA - MMLU (medical subsets) - CareQA  Other datasets can be used if they are in the required format.,CareQA,DATASET
864,"/reachable_db.h5` db.generate(data, overwrite=True)  # Pull reachable set for first point in dataset x = data.iloc[0] reachable_set = db[x] print(reachable_set) # should return the following output: ##    age  marital_status  years_since_last_default  job_type_a  job_type_b  job_type_c ## 0  32.0             1.0                       5.0         0.0         1.0         0.0 ## 1  32.0             1.0                       5.0         0.0         0.0         1.0 ## 2  32.0             1.0                       5.0         1.0         0.0         0.0 ## 3  33.0             1.0                       6.0         0.0         0.0         1.0 ## 4  33.0             1.0                       6.0         0.0         1.0         0.0 ## 5  33.0             1.0                       6.0         1.0         0.0         0.0 ``` Given a classifier `clf` with a predict method, you can test if a point has recourse as `np.any(clf.predict(reachable_set.X))`  For more examples, check out [this script](https://github.com/ustunb/reachml/blob/main/research/iclr2024/scripts/setup_dataset_actionset_fico.py) which sets up the action set for the FICO dataset.  ### Resources and Citation  For more about recourse verification, check out our paper ICLR 2024 spotlight paper: [Prediction without Preclusion](https://openreview.net/forum?",FICO,DATASET
865,"# BOOKSUM: A Collection of Datasets for Long-form Narrative Summarization Authors: [Wojciech Kryściński](https://twitter.com/iam_wkr), [Nazneen Rajani](https://twitter.com/nazneenrajani), [Divyansh Agarwal](https://twitter.com/jigsaw2212), [Caiming Xiong](https://twitter.com/caimingxiong), [Dragomir Radev](http://www.cs.yale.edu/homes/radev/)  ## Introduction The majority of available text summarization datasets include short-form source documents that lack long-range causal and temporal dependencies, and often contain strong layout and stylistic biases.",BOOKSUM,DATASET
866,"We address these issues by introducing BookSum, a collection of datasets for long-form narrative summarization.",BookSum,DATASET
867,"[Get Involved](#get-involved)  ## Updates #### 4/15/2021 Initial commit   ## Citation ``` @article{kryscinski2021booksum,       title={BookSum: A Collection of Datasets for Long-form Narrative Summarization},        author={Wojciech Kry{\'s}ci{\'n}ski and Nazneen Rajani and Divyansh Agarwal and Caiming Xiong and Dragomir Radev},       year={2021},       eprint={2105.08209},       archivePrefix={arXiv},       primaryClass={cs.CL} } ```  ## Legal Note By downloading or using the resources, including any code or scripts, shared in this code repository, you hereby agree to the following terms, and your use of the resources is conditioned on and subject to these terms. 1.",BookSum,DATASET
868,"**A basic sample run using default parameters would like this**:  ``` python train.py --experiment margin_loss_resnet50 \                 --dataset=sop -i=$NAME -seed=4 \                 --sz-embedding=512 --mod-epoch=2 --nb-clusters=32 --nb-epochs=180 \                 --batch-size=80 --num-samples-per-class=2 --backend=faiss-gpu \                 --lr-gamma=0.3 --mod-epoch-freeze=1 --sampler=distanceweighted \                 --weight-decay=1e-4 --batch-sampler=adaptbalanced \                 --force-full-embedding-epoch=80 --mask-lr-mult=100 \                 --masking-lambda=0.01 --mask-wd-mult=1 --dataset-dir=$datadir ```  - **--experiment margin_loss_resnet50** please keep this untouched, otherwise the args won't be read correctly. - **--dataset** specify the dataset that you want to train the model for, choose one of `--dataset=cub` (CUB200-2011), `cars` (CARS196), `sop` (Standford Online Porducts), `inshop` (In-Shop cloths retireval) or `vid` (PKU Vehicle id). - **--nb_clusters**: could be maximumly possible set to 16.",sop,DATASET
869,"**A basic sample run using default parameters would like this**:  ``` python train.py --experiment margin_loss_resnet50 \                 --dataset=sop -i=$NAME -seed=4 \                 --sz-embedding=512 --mod-epoch=2 --nb-clusters=32 --nb-epochs=180 \                 --batch-size=80 --num-samples-per-class=2 --backend=faiss-gpu \                 --lr-gamma=0.3 --mod-epoch-freeze=1 --sampler=distanceweighted \                 --weight-decay=1e-4 --batch-sampler=adaptbalanced \                 --force-full-embedding-epoch=80 --mask-lr-mult=100 \                 --masking-lambda=0.01 --mask-wd-mult=1 --dataset-dir=$datadir ```  - **--experiment margin_loss_resnet50** please keep this untouched, otherwise the args won't be read correctly. - **--dataset** specify the dataset that you want to train the model for, choose one of `--dataset=cub` (CUB200-2011), `cars` (CARS196), `sop` (Standford Online Porducts), `inshop` (In-Shop cloths retireval) or `vid` (PKU Vehicle id). - **--nb_clusters**: could be maximumly possible set to 16.",cub,DATASET
870,"**A basic sample run using default parameters would like this**:  ``` python train.py --experiment margin_loss_resnet50 \                 --dataset=sop -i=$NAME -seed=4 \                 --sz-embedding=512 --mod-epoch=2 --nb-clusters=32 --nb-epochs=180 \                 --batch-size=80 --num-samples-per-class=2 --backend=faiss-gpu \                 --lr-gamma=0.3 --mod-epoch-freeze=1 --sampler=distanceweighted \                 --weight-decay=1e-4 --batch-sampler=adaptbalanced \                 --force-full-embedding-epoch=80 --mask-lr-mult=100 \                 --masking-lambda=0.01 --mask-wd-mult=1 --dataset-dir=$datadir ```  - **--experiment margin_loss_resnet50** please keep this untouched, otherwise the args won't be read correctly. - **--dataset** specify the dataset that you want to train the model for, choose one of `--dataset=cub` (CUB200-2011), `cars` (CARS196), `sop` (Standford Online Porducts), `inshop` (In-Shop cloths retireval) or `vid` (PKU Vehicle id). - **--nb_clusters**: could be maximumly possible set to 16.",CUB200-2011,DATASET
871,"**A basic sample run using default parameters would like this**:  ``` python train.py --experiment margin_loss_resnet50 \                 --dataset=sop -i=$NAME -seed=4 \                 --sz-embedding=512 --mod-epoch=2 --nb-clusters=32 --nb-epochs=180 \                 --batch-size=80 --num-samples-per-class=2 --backend=faiss-gpu \                 --lr-gamma=0.3 --mod-epoch-freeze=1 --sampler=distanceweighted \                 --weight-decay=1e-4 --batch-sampler=adaptbalanced \                 --force-full-embedding-epoch=80 --mask-lr-mult=100 \                 --masking-lambda=0.01 --mask-wd-mult=1 --dataset-dir=$datadir ```  - **--experiment margin_loss_resnet50** please keep this untouched, otherwise the args won't be read correctly. - **--dataset** specify the dataset that you want to train the model for, choose one of `--dataset=cub` (CUB200-2011), `cars` (CARS196), `sop` (Standford Online Porducts), `inshop` (In-Shop cloths retireval) or `vid` (PKU Vehicle id). - **--nb_clusters**: could be maximumly possible set to 16.",cars,DATASET
872,"**A basic sample run using default parameters would like this**:  ``` python train.py --experiment margin_loss_resnet50 \                 --dataset=sop -i=$NAME -seed=4 \                 --sz-embedding=512 --mod-epoch=2 --nb-clusters=32 --nb-epochs=180 \                 --batch-size=80 --num-samples-per-class=2 --backend=faiss-gpu \                 --lr-gamma=0.3 --mod-epoch-freeze=1 --sampler=distanceweighted \                 --weight-decay=1e-4 --batch-sampler=adaptbalanced \                 --force-full-embedding-epoch=80 --mask-lr-mult=100 \                 --masking-lambda=0.01 --mask-wd-mult=1 --dataset-dir=$datadir ```  - **--experiment margin_loss_resnet50** please keep this untouched, otherwise the args won't be read correctly. - **--dataset** specify the dataset that you want to train the model for, choose one of `--dataset=cub` (CUB200-2011), `cars` (CARS196), `sop` (Standford Online Porducts), `inshop` (In-Shop cloths retireval) or `vid` (PKU Vehicle id). - **--nb_clusters**: could be maximumly possible set to 16.",CARS196,DATASET
873,"**A basic sample run using default parameters would like this**:  ``` python train.py --experiment margin_loss_resnet50 \                 --dataset=sop -i=$NAME -seed=4 \                 --sz-embedding=512 --mod-epoch=2 --nb-clusters=32 --nb-epochs=180 \                 --batch-size=80 --num-samples-per-class=2 --backend=faiss-gpu \                 --lr-gamma=0.3 --mod-epoch-freeze=1 --sampler=distanceweighted \                 --weight-decay=1e-4 --batch-sampler=adaptbalanced \                 --force-full-embedding-epoch=80 --mask-lr-mult=100 \                 --masking-lambda=0.01 --mask-wd-mult=1 --dataset-dir=$datadir ```  - **--experiment margin_loss_resnet50** please keep this untouched, otherwise the args won't be read correctly. - **--dataset** specify the dataset that you want to train the model for, choose one of `--dataset=cub` (CUB200-2011), `cars` (CARS196), `sop` (Standford Online Porducts), `inshop` (In-Shop cloths retireval) or `vid` (PKU Vehicle id). - **--nb_clusters**: could be maximumly possible set to 16.",sop,DATASET
