#FORMAT=WebAnno TSV 3.3
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity|identifier|value


#Text=  
0-0	0-2	 	*[720]|*[1100]	PROGLANG[720]|WORKSHOP[720]|LICENSE[720]|ONTOLOGY[720]|PROJECT[720]|SOFTWARE[720]|DATASET[720]|EVALMETRIC[720]|PUBLICATION[720]|CONFERENCE[1100]
23-371	12107-12109	of	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-372	12110-12111	a	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-373	12112-12119	Feather	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-374	12119-12120	,	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-375	12121-12125	from	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-376	12126-12137	Statistical	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-377	12138-12149	Descriptors	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-378	12150-12152	to	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-379	12153-12163	Parametric	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-380	12164-12170	Models	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-381	12170-12171	\]	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-382	12171-12172	(	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-383	12172-12177	https	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-384	12177-12178	:	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-385	12178-12179	/	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-386	12179-12180	/	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-387	12180-12189	arxiv.org	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-388	12189-12190	/	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-389	12190-12193	abs	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-390	12193-12194	/	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-391	12194-12204	2005.07959	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-392	12204-12205	)	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-393	12206-12207	(	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-394	12207-12211	CIKM	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-395	12212-12216	2020	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-396	12216-12217	)	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-397	12219-12220	\*	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-398	12221-12222	\*	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-399	12222-12223	\*	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-400	12223-12224	\[	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-401	12224-12228	TADW	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-402	12228-12229	\]	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-403	12229-12230	(	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-404	12230-12235	https	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-405	12235-12236	:	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-406	12236-12237	/	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-407	12237-12238	/	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-408	12238-12263	karateclub.readthedocs.io	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-408	12238-12248	karateclub	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-409	12263-12264	/	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-410	12264-12266	en	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-411	12266-12267	/	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-412	12267-12273	latest	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-413	12273-12274	/	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-414	12274-12281	modules	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-415	12281-12282	/	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-416	12282-12291	root.html	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-417	12291-12292	#	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-418	12292-12338	karateclub.node\_embedding.attributed.tadw.TADW	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-418	12292-12302	karateclub	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-419	12338-12339	)	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-420	12339-12340	\*	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-421	12340-12341	\*	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-422	12342-12346	from	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-423	12347-12351	Yang	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-424	12352-12353	\*	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-425	12353-12355	et	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-426	12356-12358	al	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-427	12358-12359	.	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-428	12359-12360	\*	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-429	12360-12361	:	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-430	12362-12363	\[	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-431	12363-12370	Network	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-432	12371-12385	Representation	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-433	12386-12394	Learning	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-434	12395-12399	with	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-435	12400-12404	Rich	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-436	12405-12409	Text	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-437	12410-12421	Information	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-438	12421-12422	\]	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-439	12422-12423	(	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-440	12423-12428	https	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-441	12428-12429	:	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-442	12429-12430	/	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-443	12430-12431	/	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-444	12431-12444	www.ijcai.org	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-445	12444-12445	/	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-446	12445-12456	Proceedings	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-447	12456-12457	/	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-448	12457-12459	15	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-449	12459-12460	/	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-450	12460-12466	Papers	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-451	12466-12467	/	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-452	12467-12470	299	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-453	12470-12471	.	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-454	12471-12474	pdf	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-455	12474-12475	)	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-456	12476-12477	(	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-457	12477-12482	IJCAI	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-458	12483-12487	2015	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-459	12487-12488	)	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-460	12490-12491	\*	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-461	12492-12493	\*	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-462	12493-12494	\*	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-463	12494-12495	\[	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-464	12495-12500	MUSAE	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-465	12500-12501	\]	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-466	12501-12502	(	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-467	12502-12507	https	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-468	12507-12508	:	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-469	12508-12509	/	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-470	12509-12510	/	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-471	12510-12535	karateclub.readthedocs.io	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
